CRATER_ID,reviewed,agrees,corrected_area,corrected_degree,flag_bad_match,note
05-1-021502,True,True,,,False,
05-1-021751,True,False,mare,v-fr,True,
05-1-025577,True,False,mare,r-fr,False,
05-1-025699,True,False,mare,v-fr,True,
05-1-025782,True,False,mare,r-fr,False,
05-1-028845,True,True,,,False,
05-1-028951,True,True,,,False,
05-1-029868,True,False,mare,r-fr,True,
05-1-030793,True,False,mare,r-fr,True,
05-1-031771,True,False,mare,r-fr,False,
05-1-033460,True,True,,,False,
05-1-034605,True,False,mare,r-fr,False,
05-1-035020,True,True,,,False,
05-1-043448,True,False,highland,v-fr,True,
05-1-043528,True,False,highland,r-fr,False,
05-1-044364,True,False,mare,v-fr,True,
05-1-046451,True,True,mare,r-fr,False,
05-1-046461,True,True,,,False,
05-1-048037,True,True,,,False,
05-1-049157,True,True,,,False,
05-1-050871,True,False,mare,v-fr,True,
05-1-055924,True,True,,,False,
05-1-058019,True,True,,,False,
05-1-075904,True,True,,,False,
05-1-080439,True,True,,,False,
05-1-083051,True,True,,,False,
05-1-083111,True,True,,,False,
05-1-083433,True,True,,,False,
05-1-085339,True,True,,,False,
05-1-087606,True,True,,,False,
05-1-088271,True,True,,,False,
05-1-094941,True,True,,,False,
05-1-104994,True,True,,,False,
05-1-109648,True,True,,,False,
05-1-110492,True,True,,,False,
05-1-111506,True,False,highland,r-dr,True,
05-1-115608,True,True,,,False,
05-1-120236,True,False,highland,v-fr,True,
05-3-013157,True,False,mare,r-fr,False,
05-3-015538,True,True,mare,r-fr,False,
05-3-016142,True,False,mare,v-fr,True,
06-1-001911,True,True,,,False,
06-1-002584,True,False,mare,r-fr,False,
06-1-003976,True,False,mare,r-fr,False,
06-1-004199,True,False,mare,r-dr,False,
06-1-010237,True,False,mare,r-fr,False,
06-1-030993,True,True,,,False,
06-1-036389,True,True,,,False,
06-1-048255,True,True,,,False,
06-1-065065,True,True,,,False,
06-1-072926,True,False,mare,v-fr,True,
06-1-077037,True,True,,,False,
06-1-093164,True,True,,,False,
06-3-003874,True,False,mare,v-fr,True,
06-3-006404,True,True,,,False,
06-3-007317,True,True,,,False,
06-3-015731,True,True,,,False,
06-3-020688,True,False,mare,r-fr,False,
06-3-024346,True,False,mare,v-fr,True,
06-3-030948,True,False,mare,v-fr,True,
06-3-054470,True,False,mare,r-fr,False,
06-3-082434,True,True,,,False,
06-3-104926,True,False,mare,v-fr,True,
07-1-007694,True,True,,,False,
07-1-017299,True,True,,,False,
07-1-018698,True,True,,,False,
07-1-023469,True,False,mare,r-fr,False,
07-1-030320,True,False,highland,v-fr,True,
07-1-041303,True,False,highland,v-fr,True,
07-1-046842,True,False,highland,r-fr,False,
07-1-047301,True,False,highland,r-fr,False,
07-1-057143,True,False,highland,r-fr,False,
07-1-061528,True,False,highland,r-dr,True,
07-1-091466,True,False,highland,v-fr,True,
07-1-099645,True,True,,,False,
07-1-100947,True,True,,,False,
07-1-109054,True,True,,,False,
07-1-121427,True,True,,,False,
07-1-122838,True,True,,,False,
07-1-139311,True,True,,,False,
07-1-139360,True,False,highland,r-fr,False,
07-1-142184,True,True,,,False,
07-1-142874,True,False,highland,r-fr,False,
07-1-170503,True,False,highland,r-dr,False,
07-3-000350,True,False,highland,v-dr,False,
08-1-002348,True,False,highland,r-fr,False,
08-1-016609,True,True,,,False,
08-1-072680,True,False,highland,v-fr,True,
08-1-089580,True,False,highland,r-dr,False,
08-1-109141,True,False,highland,r-fr,False,
08-1-119184,True,False,highland,r-dr,False,
08-1-148382,True,False,highland,v-fr,True,
08-1-185236,True,True,,,False,
09-1-008129,True,False,highland,r-fr,False,
09-1-040713,True,False,highland,r-fr,False,
09-1-042318,True,False,highland,r-fr,False,
09-1-050031,True,False,highland,r-dr,False,
09-1-051016,True,False,highland,r-fr,False,
09-1-085963,True,False,highland,r-fr,True,
09-1-091333,True,True,,,False,
09-1-094653,True,False,highland,r-dr,False,
09-1-095290,True,True,,,False,
09-1-095418,True,True,,,False,
09-1-099813,True,False,highland,r-fr,False,
09-1-135897,True,True,,,False,
09-1-170985,True,True,,,False,
01-1-022087,True,True,,,False,
01-1-022093,True,True,,,False,
01-1-026369,True,True,,,False,
01-1-026372,True,True,,,False,
01-1-026376,True,True,,,False,
01-1-026378,True,True,,,False,
01-1-026382,True,True,,,False,
01-1-026383,True,True,,,False,
01-1-026384,True,True,,,False,
01-1-026385,True,True,,,False,
01-1-026386,True,True,,,False,
01-1-026388,True,True,,,False,
01-1-026394,True,True,,,False,
01-1-026402,True,True,,,False,
01-1-026419,True,True,,,False,
01-1-026514,True,True,,,False,
01-1-026515,True,True,,,False,
01-1-026516,True,True,,,False,
01-1-026517,True,True,,,False,
01-1-026518,True,True,,,False,
01-1-026519,True,True,,,False,
01-1-026521,True,True,,,False,
01-1-026522,True,True,,,False,
01-1-026711,True,False,highland,r-dr,False,
01-1-026713,True,True,,,False,
01-1-026714,True,True,,,False,
01-1-026719,True,True,,,False,
01-1-026737,True,True,,,False,
01-1-026752,True,True,,,False,
01-1-026753,True,True,,,False,
01-1-026870,True,True,,,False,
01-1-026898,True,True,,,False,
01-1-026959,True,True,,,False,
01-1-026972,True,True,,,False,
01-1-028095,True,True,,,False,
01-1-028163,True,True,,,False,
01-1-028165,True,True,,,False,
01-1-028172,True,True,,,False,
01-1-028178,True,True,,,False,
01-1-028179,True,True,,,False,
01-1-028183,True,True,,,False,
01-1-028184,True,True,,,False,
01-1-028186,True,True,,,False,
01-1-028188,True,True,,,False,
01-1-028201,True,True,,,False,
01-1-028202,True,True,,,False,
01-1-028209,True,True,,,False,
01-1-028221,True,True,,,False,
01-1-028224,True,True,,,False,
01-1-028226,True,True,,,False,
01-1-028227,True,True,,,False,
01-1-028228,True,True,,,False,
01-1-028239,True,True,,,False,
01-1-028276,True,True,,,False,
01-1-028278,True,True,,,False,
01-1-028286,True,True,,,False,
01-1-028289,True,True,,,False,
01-1-028290,True,True,,,False,
01-1-028296,True,True,,,False,
01-1-028303,True,True,,,False,
01-1-028304,True,True,,,False,
01-1-028307,True,True,,,False,
01-1-028308,True,True,,,False,
01-1-028311,True,True,,,False,
01-1-028323,True,True,,,False,
01-1-028327,True,True,,,False,
01-1-028328,True,True,,,False,
01-1-028329,True,False,highland,r-dr,False,
01-1-028331,True,True,,,False,
01-1-028332,True,True,,,False,
01-1-028333,True,True,,,False,
01-1-028336,True,True,,,False,
01-1-028338,True,True,,,False,
01-1-028356,True,True,,,False,
01-1-028358,True,True,,,False,
01-1-028360,True,True,,,False,
01-1-028363,True,True,,,False,
01-1-028380,True,True,,,False,
01-1-028385,True,False,highland,v-dr,True,next to a very fresh crater
01-1-028388,True,False,highland,v-dr,True,
01-1-028395,True,True,,,False,
01-1-028396,True,True,,,False,
01-1-028402,True,True,,,False,
01-1-028405,True,True,,,False,
01-1-028407,True,True,,,False,
01-1-028410,True,True,,,False,
01-1-028411,True,True,,,False,
01-1-028413,True,True,,,False,
01-1-028420,True,True,,,False,
01-1-028422,True,True,,,False,
01-1-028423,True,True,,,False,
01-1-028427,True,True,,,False,
01-1-028430,True,True,,,False,
01-1-028431,True,True,,,False,
01-1-028489,True,True,,,False,
01-1-028490,True,True,,,False,
01-1-028491,True,True,,,False,
01-1-028492,True,False,highland,v-dr,True,
01-1-028493,True,True,,,False,
01-1-028495,True,True,,,False,
01-1-028503,True,True,,,False,
01-1-028504,True,True,,,False,
01-1-028505,True,False,highland,r-dr,False,
01-1-028512,True,True,,,False,
01-1-028513,True,True,,,False,
01-1-028514,True,True,,,False,
01-1-028515,True,True,,,False,
01-1-029415,True,True,,,False,
01-1-031989,True,True,,,False,
01-1-032101,True,True,,,False,
01-1-032111,True,True,,,False,
01-1-032116,True,True,,,False,
01-1-033192,True,True,,,False,
01-1-033193,True,True,,,False,
01-1-033195,True,False,highland,v-dr,False,
01-1-033248,True,False,highland,v-dr,False,
01-1-033249,True,False,highland,v-dr,False,
01-1-033253,True,True,,,False,
01-1-033254,True,False,highland,r-fr,True,
01-1-033255,True,False,highland,v-dr,False,
01-1-033256,True,True,,,False,
01-1-033258,True,True,,,False,
01-1-033259,True,True,,,False,
01-1-033356,True,True,,,False,
01-1-033357,True,False,highland,v-dr,False,
01-1-033358,True,True,,,False,
01-1-033359,True,True,,,False,
01-1-033364,True,True,,,False,
01-1-033376,True,True,,,False,
01-1-036474,True,True,,,False,
01-1-036512,True,True,,,False,
01-2-028042,True,False,highland,v-dr,False,
02-1-051176,True,True,,,False,
02-1-051202,True,True,,,False,
02-1-051337,True,False,highland,r-fr,True,
02-1-051338,True,False,highland,v-fr,True,
02-1-057659,True,False,highland,v-dr,False,
02-1-057662,True,True,highland,v-dr,False,
02-1-066975,True,False,highland,v-dr,False,
02-1-066978,True,True,,,False,
02-1-066983,True,True,,,False,
02-1-066984,True,True,,,False,
02-1-066986,True,True,,,False,
02-1-066987,True,True,,,False,
03-1-066499,True,True,,,False,
03-1-066523,True,True,,,False,
03-1-154421,True,False,highland,r-dr,False,
03-1-155874,True,True,,,False,
03-1-155875,True,True,,,False,
04-1-012048,True,True,,,False,
04-1-014488,True,True,,,False,
04-1-015392,True,False,mare,v-fr,True,
04-1-022601,True,True,,,False,
04-1-027131,True,False,mare,r-dr,False,
04-1-027148,True,True,,,False,
04-1-027151,True,True,,,False,
04-1-027152,True,True,,,False,
04-1-027255,True,True,mare,r-fr,False,not centered
04-1-027323,True,True,mare,v-fr,False,not centered
04-1-031814,True,True,,,False,
04-1-059440,True,True,,,False,
04-1-059442,True,True,,,False,
04-1-059517,True,True,,,False,
04-2-004381,True,True,,,False,
04-2-009200,True,True,,,False,
04-2-009225,True,False,mare,v-fr,True,"real one here: 16.34990, 346.35645"
04-2-009284,True,True,,,False,
06-1-100265,True,True,,,False,
06-1-105205,True,False,mare,r-dr,True,
06-1-105206,True,True,,,False,
06-1-105207,True,False,mare,r-dr,False,
06-1-105208,True,False,mare,v-dr,True,
06-1-105213,True,True,,,False,
06-1-105216,True,True,,,False,
06-1-105218,True,True,,,False,
06-1-105235,True,False,mare,v-dr,False,
06-1-105236,True,True,,,False,
06-1-105237,True,True,,,False,
06-1-105238,True,True,,,False,
06-1-105239,True,True,,,False,
06-1-105240,True,True,,,False,
06-1-105242,True,True,,,False,
06-1-105244,True,True,,,False,
06-1-105249,True,True,,,False,
06-1-105255,True,False,mare,v-dr,False,
06-1-105256,True,True,,,False,
06-1-105462,True,True,,,False,
06-1-105482,True,True,,,False,
06-1-105494,True,True,,,False,
06-1-105495,True,True,,,False,
06-1-105555,True,True,,,False,
06-1-105579,True,True,,,False,
06-1-105586,True,True,,,False,
06-1-106204,True,True,,,False,
06-1-106205,True,True,,,False,
06-1-106224,True,True,,,False,
06-1-106230,True,True,,,False,
06-1-106259,True,True,,,False,
06-1-106260,True,True,,,False,
06-1-106261,True,True,,,False,
06-1-106267,True,True,,,False,
06-1-106275,True,True,,,False,
06-1-106280,True,True,,,False,
06-1-106282,True,True,,,False,
06-1-106283,True,True,,,False,
06-1-106285,True,True,,,False,
06-1-106309,True,True,,,False,
06-1-106310,True,True,,,False,
06-1-106476,True,True,,,False,
06-1-106504,True,True,,,False,
06-1-106506,True,True,,,False,
06-1-106528,True,True,,,False,
06-1-106531,True,True,,,False,
06-1-106532,True,True,,,False,
06-1-106537,True,False,mare,v-dr,False,not centered
06-1-106538,True,False,mare,v-dr,False,
06-1-106540,True,True,,,False,
06-1-106542,True,False,mare,v-dr,False,
06-1-106556,True,True,,,False,
06-1-106578,True,True,,,False,
06-1-106581,True,True,,,False,
06-1-106585,True,True,,,False,
06-1-106586,True,True,,,False,
06-1-106587,True,True,,,False,
06-1-106588,True,False,mare,v-dr,True,
06-1-106592,True,True,,,False,
06-1-106593,True,False,mare,v-dr,True,
06-1-106596,True,True,,,False,
06-1-106597,True,True,,,False,
06-1-106598,True,True,,,False,
06-1-106599,True,True,,,False,
06-1-106602,True,True,,,False,
06-1-106605,True,True,,,False,
06-1-106607,True,True,,,False,
06-1-106608,True,True,,,False,
06-1-106609,True,True,,,False,
06-1-106620,True,True,,,False,
06-1-106621,True,True,,,False,
06-1-106622,True,True,,,False,
06-1-106623,True,True,,,False,
06-1-106624,True,True,,,False,
06-1-106628,True,True,,,False,
06-1-106630,True,True,,,False,
06-1-106632,True,True,,,False,
06-1-106635,True,False,mare,r-dr,False,
06-1-106636,True,True,,,False,
06-1-106643,True,True,,,False,
06-1-106644,True,True,,,False,
06-1-106647,True,True,,,False,
06-1-106655,True,True,,,False,
06-1-110306,True,True,,,False,
06-1-110308,True,True,,,False,
06-1-110328,True,True,,,False,
06-1-110354,True,True,,,False,
06-1-110360,True,True,,,False,
06-1-110361,True,True,,,False,
06-1-110362,True,True,,,False,
06-1-110363,True,True,,,False,
06-1-110366,True,True,,,False,
06-1-110367,True,False,mare,r-fr,False,
06-1-110377,True,True,,,False,
06-1-110378,True,True,,,False,
06-1-110379,True,True,,,False,
06-1-110401,True,True,,,False,
06-1-110419,True,True,,,False,
06-1-110420,True,True,,,False,
06-1-110421,True,True,,,False,
06-1-110425,True,False,mare,v-dr,False,
06-1-110427,True,True,,,False,
06-1-110432,True,True,,,False,
06-1-110433,True,True,,,False,
06-1-110445,True,True,,,False,
06-1-110452,True,True,,,False,
06-1-110454,True,True,,,False,
06-1-110456,True,True,,,False,
06-1-110458,True,True,,,False,
06-1-110459,True,True,,,False,
06-1-110460,True,True,,,False,
06-1-110461,True,True,,,False,
06-1-110462,True,True,,,False,
06-1-110463,True,True,,,False,
06-1-110785,True,True,,,False,
06-1-110829,True,True,,,False,
06-1-110848,True,True,,,False,
06-1-110850,True,True,,,False,
06-1-110852,True,True,,,False,
06-1-110874,True,True,,,False,
06-1-110881,True,True,,,False,
06-1-110883,True,True,,,False,
06-1-110885,True,True,,,False,
06-1-111453,True,True,,,False,
06-1-111454,True,False,mare,v-fr,True,
06-1-111475,True,True,,,False,
06-1-111477,True,True,,,False,
06-1-111478,True,True,,,False,
06-1-111486,True,True,,,False,
06-1-111488,True,True,,,False,
06-1-111497,True,True,,,False,
06-1-111807,True,True,,,False,
06-1-111819,True,True,,,False,
06-1-111823,True,True,,,False,
06-1-111825,True,True,,,False,
06-1-111832,True,True,,,False,
06-1-111913,True,False,mare,v-dr,False,
06-1-111920,True,False,mare,v-dr,False,
06-1-111921,True,True,,,False,
06-1-111933,True,False,mare,v-dr,False,
06-1-111934,True,True,,,False,
06-1-111936,True,False,mare,r-dr,True,
06-1-111959,True,False,mare,r-dr,False,
06-1-111966,True,True,,,False,
06-1-111968,True,True,,,False,
06-1-111978,True,True,,,False,
06-1-111992,True,True,,,False,
06-1-111994,True,True,,,False,
06-1-111995,True,True,,,False,
06-1-112005,True,True,,,False,
06-1-112006,True,False,mare,r-dr,False,
06-1-112007,True,True,,,False,
06-1-112009,True,True,,,False,
06-1-115284,True,False,mare,v-dr,True,
06-1-115289,True,True,,,False,
06-1-115290,True,True,,,False,
06-1-115292,True,False,mare,r-dr,False,
06-1-115293,True,True,,,False,
06-1-115294,True,True,,,False,
06-1-115295,True,False,mare,r-dr,False,
06-1-115296,True,True,,,False,
06-1-115301,True,True,,,False,
06-1-115304,True,False,mare,r-dr,False,
06-1-115317,True,True,,,False,
06-1-115320,True,True,,,False,
06-1-115321,True,True,,,False,
06-1-115322,True,True,,,False,
06-1-115352,True,True,,,False,
06-1-115357,True,True,,,False,
06-1-115432,True,True,,,False,
06-1-115434,True,True,,,False,
06-1-115435,True,True,,,False,
06-1-115457,True,True,,,False,
06-1-115459,True,True,,,False,
06-1-115481,True,True,,,False,
06-1-115485,True,True,,,False,
06-1-115491,True,True,,,False,
06-1-115492,True,False,mare,r-dr,False,
06-1-115493,True,False,mare,r-dr,False,
06-1-115499,True,True,,,False,
06-1-115501,True,True,,,False,
06-1-115502,True,True,,,False,
06-1-115504,True,True,,,False,
06-1-115506,True,True,,,False,
06-1-115507,True,True,,,False,
06-1-115515,True,True,,,False,
06-1-115521,True,False,mare,v-fr,True,
06-1-115530,True,True,,,False,
06-1-115536,True,True,,,False,
06-1-115537,True,False,mare,r-dr,False,
06-1-115538,True,False,mare,r-dr,False,
06-1-115539,True,False,mare,v-dr,True,
06-1-115541,True,True,,,False,
06-1-115542,True,True,,,False,
06-1-115544,True,True,,,False,
06-1-115551,True,True,,,False,
06-1-115553,True,True,,,False,
06-1-115568,True,True,,,False,
06-1-115569,True,True,,,False,
06-1-115574,True,False,mare,v-dr,False,
06-1-115577,True,True,,,False,
06-1-115579,True,False,mare,r-dr,False,
06-1-115580,True,True,,,False,
06-1-115581,True,True,,,False,
06-1-115582,True,True,,,False,
06-1-115583,True,False,mare,r-dr,False,
06-1-115584,True,True,,,False,
06-1-115585,True,True,,,False,
06-1-115603,True,True,,,False,
06-1-115628,True,True,,,False,
06-1-115642,True,True,,,False,
06-1-115663,True,True,,,False,
06-1-115670,True,True,,,False,
06-1-115673,True,True,,,False,
06-1-115678,True,False,mare,v-dr,False,
06-1-115679,True,True,,,False,
06-1-115680,True,True,,,False,
06-1-115681,True,True,,,False,
06-1-115682,True,True,,,False,
06-1-115684,True,True,,,False,
06-1-115876,True,True,,,False,
06-1-116076,True,True,,,False,
06-1-116077,True,True,,,False,
06-1-116105,True,True,,,False,
06-1-116107,True,False,mare,v-dr,False,
06-1-116108,True,True,,,False,
06-1-116114,True,False,mare,v-dr,False,
06-1-116115,True,True,,,False,
06-1-116148,True,True,,,False,
06-1-116150,True,True,,,False,
06-1-116151,True,True,,,False,
06-1-116214,True,True,,,False,
06-1-116407,True,True,,,False,
06-1-116409,True,True,,,False,
06-1-116412,True,True,,,False,
06-1-116422,True,False,mare,v-dr,False,
06-1-116423,True,False,mare,r-dr,False,
06-1-116427,True,True,,,False,
06-1-116431,True,True,,,False,
06-1-116433,True,True,,,False,
06-1-116438,True,False,mare,r-dr,False,
06-1-116465,True,True,,,False,
06-1-116466,True,True,,,False,
06-1-116474,True,True,,,False,
06-1-116477,True,True,,,False,
06-1-116481,True,True,,,False,
06-1-116482,True,True,,,False,
06-1-116483,True,True,,,False,
06-1-116504,True,False,mare,r-dr,False,
06-1-116529,True,True,,,False,
06-1-116601,True,True,,,False,
06-1-116700,True,True,,,False,
06-1-116703,True,True,,,False,
06-1-116725,True,True,,,False,
06-1-116732,True,True,,,False,
06-1-116737,True,True,,,False,
06-1-116799,True,True,,,False,
06-1-120322,True,True,,,False,
06-1-120323,True,True,,,False,
06-1-120775,True,False,mare,v-dr,False,
06-1-120788,True,True,,,False,
06-1-120841,True,True,,,False,
06-1-120844,True,True,,,False,
06-1-120860,True,True,,,False,
06-1-120862,True,True,,,False,
06-1-120863,True,True,,,False,
06-1-120864,True,True,,,False,
06-2-019223,True,True,,,False,
06-2-019245,True,True,,,False,
06-2-019250,True,True,,,False,
06-2-019251,True,True,,,False,
06-2-019567,True,True,,,False,
06-2-019573,True,True,,,False,
06-2-019827,True,True,,,False,
06-2-019828,True,True,,,False,
06-2-020080,True,True,,,False,
06-2-020081,True,True,,,False,
06-2-020168,True,True,,,False,
06-2-020207,True,True,,,False,
06-2-020488,True,True,,,False,
06-2-020501,True,True,,,False,
06-3-036980,True,True,,,False,
06-3-036981,True,True,,,False,
06-3-036986,True,True,,,False,
06-3-036987,True,False,mare,v-dr,False,
06-3-036997,True,True,,,False,
06-3-037001,True,True,,,False,
06-3-037012,True,True,,,False,
06-3-037013,True,True,,,False,
06-3-037015,True,True,,,False,
06-3-037020,True,True,,,False,
06-3-037047,True,True,,,False,
06-3-046722,True,True,,,False,
06-3-046747,True,True,,,False,
06-3-046755,True,True,,,False,
06-3-046756,True,True,,,False,
07-1-171695,True,True,,,False,
07-1-179350,True,True,,,False,
07-1-181092,True,True,,,False,
07-1-181125,True,True,,,False,
07-1-181147,True,False,highland,v-dr,False,
07-1-181149,True,False,highland,v-dr,False,
07-1-181150,True,False,highland,v-dr,False,
07-1-181151,True,True,,,False,
07-1-188855,True,False,highland,v-dr,False,
07-1-197321,True,True,,,False,
07-1-197326,True,True,,,False,
07-1-197329,True,True,,,False,
07-1-197646,True,True,,,False,
07-1-197752,True,True,,,False,
07-1-197767,True,False,highland,v-dr,False,
07-1-197780,True,False,highland,v-dr,False,
07-1-197785,True,True,,,False,
07-1-197813,True,True,,,False,
07-1-197830,True,True,,,False,
07-1-197838,True,False,highland,v-dr,False,
07-1-197861,True,True,,,False,
07-1-197866,True,False,highland,v-dr,False,
07-1-197877,True,False,highland,v-dr,False,
07-1-197881,True,False,highland,v-dr,False,
07-1-197882,True,True,,,False,
07-1-197884,True,True,,,False,
07-1-197887,True,False,highland,v-dr,False,
07-1-197969,True,False,highland,v-dr,False,
07-1-197973,True,False,highland,v-dr,False,
07-1-198906,True,True,,,False,
07-1-198928,True,True,,,False,
07-1-198929,True,True,,,False,
07-1-198933,True,False,highland,v-dr,False,
07-1-198937,True,False,highland,v-dr,False,
07-1-199037,True,False,highland,v-dr,False,
07-1-199042,True,True,,,False,
07-1-199060,True,True,,,False,
07-1-199075,True,False,highland,v-dr,False,
07-1-199076,True,False,highland,v-dr,False,
07-1-199096,True,True,,,False,
07-1-199098,True,True,,,False,
07-1-206143,True,True,,,False,
07-1-206198,True,True,,,False,
07-1-206961,True,True,,,False,
07-1-206968,True,True,,,False,
07-1-206969,True,True,,,False,
07-1-206971,True,True,,,False,
07-1-207013,True,True,,,False,
07-1-207025,True,False,highland,v-dr,False,
07-1-207031,True,True,,,False,
07-1-207033,True,True,,,False,
07-1-207074,True,True,,,False,
07-1-207253,True,False,highland,v-dr,False,
07-1-207254,True,False,highland,v-dr,False,
07-1-213691,True,True,,,False,
07-1-213699,True,False,highland,v-dr,False,
07-1-213749,True,True,,,False,
07-1-213828,True,True,,,False,
07-1-213831,True,True,,,False,
07-2-003281,True,False,highland,v-dr,False,
07-2-003443,True,True,,,False,
08-1-003756,True,True,,,False,
08-1-003757,True,False,highland,r-dr,False,
08-1-003819,True,False,highland,v-dr,False,
08-1-003873,True,True,,,False,
08-1-003878,True,True,,,False,
08-1-003879,True,True,,,False,
08-1-003880,True,True,,,False,
08-1-008419,True,False,highland,v-dr,False,
08-1-024900,True,True,,,False,
08-1-026540,True,True,,,False,
08-1-036486,True,False,highland,v-fr,True,
08-1-036488,True,True,,,False,
08-1-036493,True,True,,,False,
08-1-036494,True,True,,,False,
08-1-036526,True,True,,,False,
08-1-036531,True,True,,,False,
08-1-036539,True,True,,,False,
08-1-036540,True,True,,,False,
08-1-036541,True,False,highland,v-dr,False,
08-1-036544,True,True,,,False,
08-1-036553,True,True,,,False,
08-1-068630,True,False,highland,v-dr,False,
08-1-068645,True,False,highland,v-dr,False,there is a very fresh crater right next to it
08-1-068646,True,False,highland,v-dr,True,
08-1-075340,True,True,,,False,
08-1-075377,True,True,,,False,
08-1-075395,True,True,,,False,
08-1-075401,True,True,,,False,
08-1-075402,True,True,,,False,
08-1-075414,True,True,,,False,
08-1-075415,True,True,,,False,
08-1-083324,True,True,,,False,
08-1-083338,True,True,,,False,
08-1-083339,True,False,highland,v-dr,False,
08-1-083341,True,False,highland,v-dr,False,
08-1-083342,True,True,,,False,
08-1-083344,True,True,,,False,
08-1-083348,True,True,,,False,
08-1-083352,True,True,,,False,
08-1-083353,True,False,highland,v-dr,False,
08-1-083386,True,True,,,False,
08-1-083387,True,False,highland,v-dr,False,
08-1-083396,True,False,highland,r-dr,True,
08-1-090506,True,True,,,False,
08-1-090509,True,True,,,False,
08-1-090510,True,False,highland,r-dr,False,
08-1-118909,True,True,,,False,
08-1-124496,True,True,,,False,
08-1-124498,True,True,,,False,
08-1-124500,True,True,,,False,
08-1-124509,True,True,,,False,
08-1-124512,True,True,,,False,
08-1-124518,True,True,,,False,
08-1-124522,True,True,,,False,
08-1-124525,True,True,,,False,
08-1-124531,True,True,,,False,
08-1-124544,True,True,,,False,
08-1-124555,True,True,,,False,
08-1-128923,True,True,,,False,
08-1-128925,True,True,,,False,
08-1-129270,True,True,,,False,
08-1-133009,True,False,highland,v-dr,True,
08-1-133011,True,True,,,False,
08-1-133020,True,True,,,False,
08-1-133039,True,True,,,False,
08-1-133093,True,False,highland,v-dr,False,
08-1-140594,True,True,,,False,
08-1-140596,True,True,,,False,
08-1-140621,True,True,,,False,
08-1-140623,True,True,,,False,
08-1-140625,True,True,,,False,
08-1-140668,True,True,,,False,
08-1-140669,True,True,,,False,
08-1-144396,True,True,,,False,
08-1-144398,True,True,,,False,
08-1-144399,True,True,,,False,
08-1-144433,True,True,,,False,
08-1-144438,True,True,,,False,
08-1-167105,True,True,,,False,
08-1-167124,True,True,,,False,
08-1-167133,True,True,,,False,
